Mode,MNLC,MASC,Station,Coverage,Source,Entries Monday,Entries Midweek (Tue-Thu),Entries Friday,Entries Saturday,Entries Sunday,Exits Monday,Exits Midweek (Tue-Thu),Exits Friday,Exits Saturday,Exits Sunday,Weekly Entries and Exits,12 week Entries and Exits,Annualised Entries and Exits
LU,784,SWKu,Southwark,Station entry/exit,TAPS,"13,089","16,702","12,263","9,521","6,579","13,555","17,545","12,975","9,708","6,432","186,863","2,242,355","9,100,118"
LU,695,SJPu,St James's Park,Station entry/exit,TAPS,"15,851","19,271","14,781","9,716","6,922","16,880","19,741","16,211","11,009","8,611","217,017","2,604,202","10,568,598"
LU,696,SJWu,St John's Wood,Station entry/exit,TAPS,"9,639","10,255","9,753","7,185","5,129","9,839","10,538","9,983","7,477","5,282","126,664","1,519,968","6,168,465"
LU,697,STPu,St Paul's,Station entry/exit,TAPS,"13,886","17,654","13,253","9,970","6,374","14,641","18,162","13,242","9,034","5,611","193,458","2,321,496","9,421,295"
LU,713,STBu,Stamford Brook,Station entry/exit,TAPS,"3,298","3,987","3,679","2,940","2,011","3,198","3,843","3,393","2,693","1,964","46,666","559,993","2,272,613"
LU,714,STAu,Stanmore,Station entry/exit,TAPS,"4,756","5,371","4,992","4,266","3,023","4,809","5,355","5,021","4,343","3,289","66,675","800,104","3,247,051"
LU,715,STGu,Stepney Green,Station entry/exit,TAPS,"8,828","9,296","9,225","6,285","4,453","8,921","9,056","8,780","5,889","4,429","111,867","1,342,402","5,447,852"
LU,716,STKu,Stockwell,Station entry/exit,TAPS,"11,007","13,095","12,780","11,558","7,860","9,871","11,288","11,591","10,746","7,490","156,051","1,872,617","7,599,617"
LU,717,SPKu,Stonebridge Park,Station entry/exit,TAPS,"3,996","4,415","4,218","2,888","1,858","3,853","4,181","3,919","2,677","1,864","51,061","612,734","2,486,651"
LU,719,SFDu,Stratford,Station entry/exit,TAPS,"77,804","85,400","85,004","89,393","60,270","78,394","85,980","87,084","91,583","60,531","1,144,202","13,730,419","55,721,977"
LU,720,SHLu,Sudbury Hill,Station entry/exit,TAPS,"2,744","2,862","2,785","2,033","1,264","2,798","2,894","2,786","1,969","1,286","34,933","419,196","1,701,218"
LU,721,STNu,Sudbury Town,Station entry/exit,TAPS,"2,838","2,884","2,918","2,024","1,464","2,632","2,613","2,678","1,849","1,385","34,278","411,337","1,669,324"
LU,723,SWCu,Swiss Cottage,Station entry/exit,TAPS,"8,640","9,593","9,173","6,785","4,557","8,598","9,510","9,057","6,777","4,554","115,447","1,385,366","5,622,213"
LU,724,TEMu,Temple,Station entry/exit,TAPS,"12,808","15,370","12,048","6,841","3,518","13,846","16,743","13,581","7,154","3,231","169,366","2,032,395","8,248,043"
LU,725,THBu,Theydon Bois,Station entry/exit,TAPS,"1,095","1,294","1,131","1,045",547,"1,061","1,251","1,074","1,022",588,"15,196","182,352","740,038"
LU,726,TBEu,Tooting Bec,Station entry/exit,TAPS,"9,461","11,021","10,299","9,303","5,837","9,097","10,689","9,717","8,916","6,098","133,859","1,606,304","6,518,844"
LU,727,TBYu,Tooting Broadway,Station entry/exit,TAPS,"18,191","20,951","20,979","18,035","11,338","18,148","20,620","20,386","17,756","11,432","260,976","3,131,715","12,709,398"
LU,728,TCRu,Tottenham Court Road,Station entry/exit,TAPS,"76,443","100,890","93,872","107,854","57,910","75,562","100,563","94,720","107,143","56,518","1,274,380","15,292,558","62,061,585"
LU,729,TTHu,Tottenham Hale LU,Station entry/exit,TAPS,"20,409","22,128","22,149","22,680","14,018","19,518","21,067","21,401","20,783","13,810","284,353","3,412,240","13,847,848"
LU,730,TOTu,Totteridge & Whetstone,Station entry/exit,TAPS,"3,044","3,565","3,260","2,710","1,598","2,907","3,455","3,122","2,576","1,619","41,894","502,732","2,040,231"
LU,731,THLu,Tower Hill,Station entry/exit,TAPS,"22,510","23,335","24,307","26,168","18,248","23,887","25,074","27,141","30,003","19,198","336,691","4,040,287","16,396,645"
LU,733,TPKu,Tufnell Park,Station entry/exit,TAPS,"6,500","8,272","8,216","7,365","4,531","6,420","8,070","7,651","6,692","4,526","100,924","1,211,089","4,914,945"
LU,734,TGRu,Turnham Green,Station entry/exit,TAPS,"6,941","8,275","7,859","6,611","5,044","7,015","8,329","8,184","6,799","4,988","103,254","1,239,045","5,028,398"
LU,735,TPLu,Turnpike Lane,Station entry/exit,TAPS,"11,549","12,922","13,028","11,448","7,959","12,037","13,380","13,212","11,280","8,264","167,683","2,012,193","8,166,055"
LU,736,UPMu,Upminster,Station entry/exit,TAPS,"7,052","7,747","7,127","5,716","4,010","6,890","8,483","6,979","6,155","3,527","96,144","1,153,727","4,682,156"
LU,737,UPBu,Upminster Bridge,Station entry/exit,TAPS,"1,256","1,394","1,171",649,356,"1,289","1,387","1,180",593,369,"15,209","182,504","740,655"
LU,738,UPYu,Upney,Station entry/exit,TAPS,"3,913","4,012","3,979","2,733","2,011","3,527","3,599","3,514","2,341","1,733","46,584","559,004","2,268,599"
LU,739,UPKu,Upton Park,Station entry/exit,TAPS,"17,670","19,653","18,556","16,482","11,985","16,871","17,869","19,466","15,708","12,027","241,331","2,895,974","11,752,692"
LU,740,UXBu,Uxbridge,Station entry/exit,TAPS,"8,855","9,517","9,012","6,024","4,273","8,757","9,224","8,521","5,683","4,156","111,503","1,338,034","5,430,124"
LU,777,VUXu,Vauxhall LU,Station entry/exit,TAPS,"31,380","37,157","35,794","33,401","23,640","29,549","34,561","32,577","30,316","22,855","454,668","5,456,011","22,142,055"
LU,741,VICu,Victoria LU,Station entry/exit,TAPS,"82,285","100,527","92,998","91,608","66,009","87,165","104,406","93,544","88,702","70,121","1,287,230","15,446,758","62,687,374"
LU,742,WALu,Walthamstow Central,Station entry/exit,TAPS,"19,753","21,996","21,445","18,934","13,289","19,500","21,388","21,111","18,523","13,296","276,003","3,312,040","13,441,206"
LU,743,WANu,Wanstead,Station entry/exit,TAPS,"2,737","3,322","2,961","2,593","1,767","2,848","3,393","3,084","2,677","1,907","40,717","488,600","1,982,881"
LU,745,WSTu,Warren Street,Station entry/exit,TAPS,"22,862","26,994","22,522","13,270","8,927","23,928","28,402","23,616","13,193","8,927","303,434","3,641,213","14,777,088"
LU,746,WARu,Warwick Avenue,Station entry/exit,TAPS,"4,591","5,225","5,128","4,237","2,847","4,508","5,112","4,890","4,096","3,015","64,322","771,860","3,132,428"
LU,747,WLOu,Waterloo LU,Station entry/exit,TAPS,"106,074","145,877","111,571","98,072","57,094","101,443","138,752","105,846","95,768","59,455","1,589,208","19,070,498","77,393,551"
LU,748,WATu,Watford,Station entry/exit,TAPS,"2,860","3,051","2,829","1,672","1,044","2,775","2,996","2,783","1,678","1,112","34,889","418,673","1,699,093"
LU,751,WEMu,Wembley Central,Station entry/exit,TAPS,"7,425","7,651","7,675","6,719","4,541","7,837","8,164","8,121","6,859","4,770","101,389","1,216,666","4,937,579"
LU,752,WPKu,Wembley Park,Station entry/exit,TAPS,"24,208","25,851","26,815","25,695","17,403","23,825","25,132","26,415","25,304","16,770","339,382","4,072,587","16,527,727"
LU,753,WACu,West Acton,Station entry/exit,TAPS,"1,600","1,849","1,698","1,537","1,060","1,580","1,786","1,702","1,600","1,118","22,800","273,602","1,110,357"
LU,755,WBTu,West Brompton,Station entry/exit,TAPS,"7,083","8,289","8,312","7,646","4,504","7,522","8,653","7,693","6,754","3,919","104,257","1,251,086","5,077,265"
LU,756,WFYu,West Finchley,Station entry/exit,TAPS,"2,168","2,519","2,220","1,582","1,036","2,003","2,316","2,037","1,439","1,050","28,037","336,445","1,365,391"
LU,757,WHMu,West Ham,Station entry/exit,TAPS,"8,673","9,545","9,070","6,670","3,960","8,585","9,257","8,881","6,546","3,873","112,663","1,351,955","5,486,619"
LU,758,WHDu,West Hampstead LU,Station entry/exit,TAPS,"12,472","14,642","13,356","11,922","7,783","11,742","13,606","12,607","10,971","7,469","173,065","2,076,775","8,428,150"
LU,759,WHRu,West Harrow,Station entry/exit,TAPS,"1,837","1,981","1,864","1,574","1,127","1,862","2,136","1,830","1,531","1,112","25,085","301,025","1,221,648"
LU,760,WKNu,West Kensington,Station entry/exit,TAPS,"5,616","6,629","6,520","6,285","4,422","5,282","6,271","5,732","5,414","3,948","81,921","983,047","3,989,486"
LU,762,WRPu,West Ruislip,Station entry/exit,TAPS,"2,090","2,524","2,161","2,099","1,166","2,190","2,575","2,194","2,051","1,157","30,405","364,860","1,480,706"
LU,754,WBPu,Westbourne Park,Station entry/exit,TAPS,"6,055","6,697","6,598","5,528","3,549","5,630","6,305","6,022","4,755","3,268","80,412","964,945","3,916,024"
LU,761,WMSu,Westminster,Station entry/exit,TAPS,"27,802","30,788","27,164","28,201","18,961","29,642","32,788","29,171","31,649","19,307","402,626","4,831,515","19,607,673"
LU,764,WCTu,White City,Station entry/exit,TAPS,"12,601","14,765","11,631","9,365","6,139","12,478","14,544","11,754","9,681","6,313","167,888","2,014,660","8,176,067"
LU,763,WCLu,Whitechapel,Station entry/exit,TAPS,"28,787","30,632","29,375","21,781","15,382","28,773","30,693","29,428","22,325","15,591","375,414","4,504,971","18,282,463"
LU,765,WLGu,Willesden Green,Station entry/exit,TAPS,"8,635","9,444","9,477","7,626","5,594","8,735","9,452","9,334","7,428","5,659","119,177","1,430,129","5,803,873"
LU,766,WJNu,Willesden Junction,Station entry/exit,TAPS,"7,230","8,071","7,806","5,603","3,583","6,978","7,653","7,341","5,194","3,717","94,625","1,135,495","4,608,163"
LU,767,WIMu,Wimbledon,Station entry/exit,TAPS,"24,481","28,534","26,758","23,010","13,149","26,069","30,425","28,711","23,955","14,263","357,274","4,287,290","17,399,053"
LU,768,WMPu,Wimbledon Park,Station entry/exit,TAPS,"2,922","3,324","3,074","2,584","1,462","2,872","3,244","2,960","2,417","1,462","39,456","473,472","1,921,485"
LU,770,WGNu,Wood Green,Station entry/exit,TAPS,"13,121","14,565","15,399","12,176","9,141","12,876","14,176","15,031","11,887","8,786","184,640","2,215,675","8,991,844"
LU,599,WDLu,Wood Lane,Station entry/exit,TAPS,"7,409","8,379","7,632","7,253","4,671","7,907","8,690","7,973","7,750","4,945","106,745","1,280,935","5,198,401"
LU,769,WFDu,Woodford,Station entry/exit,TAPS,"6,862","7,868","7,389","6,006","3,870","6,726","7,725","7,107","5,771","3,825","94,335","1,132,024","4,594,077"
LU,771,WSPu,Woodside Park,Station entry/exit,TAPS,"4,879","5,802","5,594","4,622","3,074","4,663","5,091","4,593","3,556","2,705","66,365","796,381","3,231,942"
LO,1404,ACCr,Acton Central,Station entry/exit,TAPS,"2,417","2,603","2,594","1,932","1,355","2,385","2,552","2,414","1,772","1,335","31,668","380,014","1,548,523"
LO,5397,ANYr,Anerley,Station entry/exit,TAPS,"1,872","2,087","2,045","1,952","1,075","1,798","1,796","1,767","1,343","1,286","24,786","297,434","1,212,016"
LO,514,BKGu,Barking,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1335,BGVr,Barking Riverside,Station entry/exit,TAPS,"1,722","1,901","1,759","1,222",726,"1,553","1,643","1,507","1,070",671,"20,864","250,364","1,020,211"
LO,6961,BETr,Bethnal Green LO,Station entry/exit,TAPS,"2,380","2,541","2,477","2,020","1,557","2,647","2,851","2,872","2,271","1,563","33,961","407,530","1,660,649"
LO,522,BHRu,Blackhorse Road,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5404,BCYr,Brockley,Station entry/exit,TAPS,"5,162","6,118","6,004","5,765","3,928","5,352","6,228","5,682","5,283","4,197","78,410","940,924","3,834,179"
LO,1437,BSYr,Brondesbury,Station entry/exit,TAPS,"3,782","4,143","4,218","3,525","1,858","3,613","3,871","3,942","3,194","1,844","50,018","600,222","2,445,849"
LO,1438,BSPr,Brondesbury Park,Station entry/exit,TAPS,"1,935","2,073","2,016","1,739",883,"2,072","2,117","1,980","1,623",944,"25,762","309,147","1,259,746"
LO,6958,BCVr,Bruce Grove,Station entry/exit,TAPS,"1,999","2,247","2,264","1,704","1,217","1,811","1,964","1,869","1,425","1,084","26,007","312,086","1,271,722"
LO,6913,BHKr,Bush Hill Park,Station entry/exit,TAPS,"3,282","3,721","3,376","2,992","2,028","3,600","3,330","3,037","2,379","2,002","43,848","526,180","2,144,138"
LO,1395,BSHr,Bushey,Station entry/exit,TAPS,"3,238","3,820","3,564","3,471","1,361","2,756","3,081","3,328","2,863","1,577","42,858","514,301","2,095,729"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry/exit,TAPS,"2,861","3,326","3,641","2,718","1,531","2,993","3,457","3,742","2,745","1,872","42,451","509,409","2,075,797"
LO,6962,CBHr,Cambridge Heath,Station entry/exit,TAPS,"2,313","2,680","2,369","2,185","1,859","2,334","2,727","2,596","2,156","1,723","33,754","405,051","1,650,547"
LO,1440,CMDr,Camden Road,Station entry/exit,TAPS,"5,866","6,477","6,369","6,485","3,676","6,123","6,826","6,784","6,469","4,003","85,684","1,028,211","4,189,869"
LO,788,CWRu,Canada Water,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1441,CNNr,Canonbury,Station entry/exit,TAPS,"3,904","4,519","4,466","4,108","2,578","3,645","4,202","4,065","3,861","2,619","55,410","664,914","2,709,466"
LO,1442,CPKr,Carpenders Park,Station entry/exit,TAPS,"2,068","2,191","2,179","1,859",934,"2,127","2,229","2,153","1,823","1,022","27,425","329,102","1,341,062"
LO,6814,CHNr,Cheshunt,Boarding/alighting,Loadweigh,"1,682","1,772","1,680",935,"2,424","1,712","1,788","1,762","1,045","2,681","24,601","295,207","1,202,942"
LO,6914,CHIr,Chingford,Station entry/exit,TAPS,"3,853","4,725","3,847","2,793","1,922","4,118","5,311","4,119","2,755","1,685","55,199","662,391","2,699,184"
LO,5301,CLPr,Clapham High Street,Station entry/exit,TAPS,"1,967","2,235","2,217","2,500","1,287","1,934","2,085","2,121","2,292","1,308","28,584","343,006","1,397,719"
LO,5595,CLJr,Clapham Junction,Boarding/alighting,Loadweigh,"21,454","23,585","22,795","18,619","13,522","18,857","20,353","20,422","16,036","11,326","274,846","3,298,148","13,439,655"
LO,6926,CPTr,Clapton,Station entry/exit,TAPS,"3,765","4,472","4,325","2,568","1,752","3,486","3,858","3,726","2,194","1,653","48,459","581,512","2,369,611"
LO,7406,CRHr,Crouch Hill,Station entry/exit,TAPS,"1,575","1,765","1,782","1,855","1,061","1,601","1,796","1,837","1,941","1,124","23,460","281,521","1,147,174"
LO,5356,CYPr,Crystal Palace,Boarding/alighting,Loadweigh,"2,826","3,391","2,833","2,653","2,728","2,788","3,320","2,777","2,635","2,567","41,939","503,266","2,050,764"
LO,1443,DLJr,Dalston Junction,Station entry/exit,TAPS,"6,516","7,776","8,824","9,042","5,692","6,532","7,868","9,156","9,527","5,898","108,118","1,297,420","5,286,868"
LO,1429,DLKr,Dalston Kingsland,Station entry/exit,TAPS,"7,341","8,545","9,190","9,458","5,371","7,315","8,390","9,433","10,047","5,270","114,230","1,370,762","5,585,731"
LO,5421,DMKr,Denmark Hill,Station entry/exit,TAPS,"9,341","11,048","9,492","4,998","3,051","9,462","10,724","9,079","4,716","3,291","118,748","1,424,976","5,806,649"
LO,6941,EDRr,Edmonton Green,Station entry/exit,TAPS,"6,601","7,144","6,861","5,326","3,348","6,687","7,252","6,725","4,948","3,437","87,120","1,045,438","4,260,066"
LO,7473,EMPr,Emerson Park,Station entry/exit,TAPS,542,731,609,423,154,466,508,446,233,134,"6,722","80,669","328,721"
LO,6959,ENFr,Enfield Town,Station entry/exit,TAPS,"3,825","4,393","4,001","2,675","2,621","3,575","4,043","3,538","2,344","2,432","50,320","603,836","2,460,578"
LO,1444,EUSr,Euston NR,Boarding/alighting,Loadweigh,"6,027","6,190","5,746","5,538","4,854","5,599","5,823","5,563","5,251","3,898","78,517","942,208","3,839,414"
LO,1445,FNYr,Finchley Road & Frognal,Station entry/exit,TAPS,"3,400","3,834","3,726","2,793","1,765","3,373","3,894","3,664","2,899","1,769","46,575","558,894","2,277,445"
LO,5362,FOHr,Forest Hill,Station entry/exit,TAPS,"6,273","7,544","6,690","6,000","3,357","5,754","6,727","5,601","4,916","3,302","84,706","1,016,468","4,142,014"
LO,1409,GPOr,Gospel Oak,Station entry/exit,TAPS,"3,874","4,253","4,279","3,807","2,270","3,836","4,209","4,087","3,698","2,212","53,446","641,347","2,613,431"
LO,591,GUNu,Gunnersbury,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6977,HKCr,Hackney Central,Station entry/exit,TAPS,"7,113","8,653","8,925","9,043","5,319","7,253","8,677","9,075","9,476","5,341","113,536","1,362,429","5,551,774"
LO,6867,HACr,Hackney Downs,Station entry/exit,TAPS,"4,172","4,860","4,343","3,312","2,245","3,783","4,426","4,247","3,355","2,259","55,572","666,867","2,717,424"
LO,6978,HKWr,Hackney Wick,Station entry/exit,TAPS,"4,782","5,488","5,794","6,829","3,315","4,894","5,651","6,539","7,394","3,346","76,312","915,740","3,731,557"
LO,1022,HGGr,Haggerston,Station entry/exit,TAPS,"4,283","5,034","5,144","4,332","2,892","4,255","4,965","5,107","4,537","3,045","63,593","763,112","3,109,611"
LO,1413,HDHr,Hampstead Heath,Station entry/exit,TAPS,"5,166","5,424","5,412","4,930","2,790","5,082","5,358","5,377","5,120","2,801","69,023","828,271","3,375,131"
LO,596,HARu,Harlesden,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,7401,HRYr,Harringay Green Lanes,Station entry/exit,TAPS,"2,806","3,085","3,218","3,504","1,867","2,740","2,917","3,199","3,195","1,802","40,340","484,074","1,972,559"
LO,597,HAWu,Harrow & Wealdstone,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1398,HTEr,Hatch End,Station entry/exit,TAPS,"1,077","1,264","1,139",905,526,"1,087","1,263","1,196","1,014",552,"15,079","180,945","737,336"
LO,1434,HDLr,Headstone Lane,Station entry/exit,TAPS,847,935,852,578,332,783,817,770,496,297,"10,211","122,527","499,288"
LO,6919,HIPr,Highams Park,Station entry/exit,TAPS,"4,251","5,266","4,455","3,293","1,824","4,089","4,893","4,242","3,082","1,850","57,564","690,770","2,814,826"
LO,603,HBYu,Highbury & Islington,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6979,HMNr,Homerton,Station entry/exit,TAPS,"6,560","7,423","7,128","6,069","3,603","6,484","7,118","6,578","5,684","3,733","89,464","1,073,566","4,374,684"
LO,5418,HPAr,Honor Oak Park,Station entry/exit,TAPS,"3,646","4,484","3,833","3,471","2,163","3,650","4,345","3,543","3,177","2,162","52,131","625,578","2,549,172"
LO,1023,HOXr,Hoxton,Station entry/exit,TAPS,"4,550","5,493","5,550","4,974","4,080","4,660","5,679","5,745","5,381","4,885","73,343","880,122","3,586,416"
LO,9586,IMWr,Imperial Wharf,Station entry/exit,TAPS,"4,591","5,191","4,797","2,994","1,998","4,572","5,052","4,644","2,885","1,872","59,082","708,981","2,889,034"
LO,617,KGNu,Kensal Green,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1448,KNRr,Kensal Rise,Station entry/exit,TAPS,"4,836","5,439","5,260","4,968","2,555","5,019","5,497","5,205","4,707","2,710","68,067","816,808","3,328,421"
LO,618,OLYu,Kensington (Olympia),Station entry/exit,TAPS,"4,041","4,348","4,082","2,956","1,556","3,928","4,487","3,835","2,784","1,468","51,153","613,842","2,501,349"
LO,1449,KTWr,Kentish Town West,Station entry/exit,TAPS,"3,654","4,254","4,634","3,428","2,329","3,627","4,303","4,665","3,450","1,555","53,011","636,126","2,592,156"
LO,620,KETu,Kenton,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,621,KEWu,Kew Gardens,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1415,KBNr,Kilburn High Road,Station entry/exit,TAPS,"1,130","1,180","1,234","1,026",713,"1,227","1,219","1,248",999,786,"15,560","186,716","760,851"
LO,7402,LEMr,Leyton Midland Road,Station entry/exit,TAPS,"2,724","3,297","3,065","2,594","1,547","2,664","3,237","2,868","2,236","1,474","38,773","465,280","1,895,976"
LO,7403,LERr,Leytonstone High Road,Station entry/exit,TAPS,"2,021","2,301","2,277","2,037","1,284","1,925","2,271","2,115","1,901","1,291","28,568","342,817","1,396,948"
LO,6965,LSTr,Liverpool Street NR,Boarding/alighting,Loadweigh,"26,463","31,792","25,865","16,818","19,333","22,574","27,075","23,459","16,685","12,959","340,758","4,089,098","16,662,706"
LO,6966,LOFr,London Fields,Station entry/exit,TAPS,"2,552","2,960","3,025","2,975","1,945","2,784","3,218","3,282","3,379","2,118","40,596","487,153","1,985,103"
LO,5150,NWXr,New Cross,Boarding/alighting,Loadweigh,"3,495","3,957","3,825","3,366","2,632","3,692","4,012","3,761","3,450","3,276","51,403","616,834","2,513,542"
LO,5345,NXGr,New Cross Gate,Station entry/exit,TAPS,"6,398","6,781","7,114","6,232","4,353","7,179","8,094","8,304","8,929","4,526","97,662","1,171,949","4,775,588"
LO,659,NWBu,North Wembley,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5376,NWDr,Norwood Jn,Station entry/exit,TAPS,"6,692","7,724","7,022","5,650","3,427","6,408","7,152","6,157","4,666","3,316","87,965","1,055,585","4,301,414"
LO,5423,PMRr,Peckham Rye,Station entry/exit,TAPS,"9,211","10,809","10,230","10,306","6,036","8,700","11,122","11,186","10,525","6,183","138,171","1,658,047","6,756,393"
LO,5378,PNWr,Penge West,Station entry/exit,TAPS,"1,147","1,299","1,361","1,484",836,"1,193","1,190","1,331","1,313",858,"16,988","203,854","830,687"
LO,680,QPKu,Queen's Park,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,5424,QRPr,Queens Road Peckham,Station entry/exit,TAPS,"4,888","5,545","5,419","4,921","2,953","4,817","5,270","5,337","4,524","3,265","68,568","822,816","3,352,899"
LO,6967,RECr,Rectory Road,Station entry/exit,TAPS,"2,803","3,412","2,814","2,198","1,548","2,706","3,166","2,895","2,207","1,763","38,667","464,006","1,890,781"
LO,686,RMDu,Richmond,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,6886,RMFr,Romford,---see EZL---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1039,ROEr,Rotherhithe,Station entry/exit,TAPS,"2,131","2,535","2,595","2,376","1,697","1,968","2,265","2,336","2,186","1,640","31,328","375,933","1,531,895"
LO,698,SVSu,Seven Sisters,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,1082,SDEr,Shadwell LO,Station entry/exit,TAPS,"5,141","5,763","6,018","5,485","3,773","5,358","6,016","6,221","5,465","3,726","76,524","918,294","3,741,965"
LO,9587,SPBr,Shepherd's Bush NR,Station entry/exit,TAPS,"10,520","12,404","12,082","11,445","6,738","10,423","12,156","11,230","12,142","5,941","154,202","1,850,426","7,540,317"
LO,1024,SDCr,Shoreditch High Street,Station entry/exit,TAPS,"8,247","10,097","9,833","10,616","7,607","8,458","11,281","11,015","12,510","7,419","139,840","1,678,085","6,838,043"
LO,6972,SLVr,Silver Street,Station entry/exit,TAPS,"4,634","4,799","4,826","3,479","2,343","4,508","4,634","4,584","3,297","2,449","58,420","701,040","2,856,674"
LO,1452,SATr,South Acton,Station entry/exit,TAPS,"1,450","1,693","1,470","1,382",724,"1,542","1,826","1,399","1,105",750,"20,380","244,560","996,559"
LO,1451,SOHr,South Hampstead,Station entry/exit,TAPS,918,902,944,569,427,785,862,978,542,486,"10,942","131,309","535,071"
LO,709,SKTu,South Kenton,---see LU---,TAPS,---,---,---,---,---,---,---,---,---,---,---,---,---
LO,7404,STOr,South Tottenham,Station entry/exit,TAPS,"2,502","3,067","2,539","2,037","1,974","2,711","3,020","2,749","2,098","1,921","36,790","441,475","1,798,970"
LO,6947,SBUr,Southbury,Station entry/exit,TAPS,"1,580","1,705","1,618","1,211",829,"1,697","1,836","1,763","1,278",934,"21,532","258,386","1,052,898"
LO,6973,SJSr,St James Street,Station entry/exit,TAPS,"2,251","2,611","2,395","2,147","1,386","2,248","2,624","2,295","1,991","1,312","31,730","380,763","1,551,576"
LO,6968,SMHr,Stamford Hill,Station entry/exit,TAPS,"1,695","1,813","1,627","1,154",942,"1,627","1,694","1,460",990,895,"20,913","250,959","1,022,636"
